"NO","gender","age","FD1","SD2","UP3","FW4","FD5","SD6","UP7","FW8","FD9","SD10","UP11","FW12","FD13","SD14","UP15","FW16","FD17","SD18","UP19","UP20","FW21","SD22","FW23","SD24","UP25","FW26","UP27","Check","FD","SD","UP","FW"
"ENG3.5",1,42,1,3,2,4,1,1,2,4,1,1,2,4,1,3,2,4,1,2,2,1,5,4,2,1,1,3,5,24,1,2.14285714285714,2.125,3.71428571428571
"ENG3.5",1,69,2,2,2,2,2,2,3,4,2,2,2,3,2,2,3,4,3,3,2,2,4,3,3,2,2,2,4,24,2.2,2.28571428571429,2.5,3.14285714285714
"ENG3.5",1,33,1,4,3,4,2,5,4,5,2,1,4,4,2,4,4,4,2,4,5,4,3,2,4,1,4,5,4,24,1.8,3,4,4.14285714285714
"ENG3.5",2,23,5,4,4,4,4,4,5,4,4,4,4,3,4,5,5,3,3,4,3,4,4,4,5,5,4,3,4,24,4,4.28571428571429,4.125,3.71428571428571
"ENG3.5",1,69,1,2,4,2,2,2,2,4,1,2,2,2,2,4,2,2,1,4,2,4,2,4,2,4,2,4,2,24,1.4,3.14285714285714,2.5,2.57142857142857
"ENG3.5",2,66,2,3,3,2,2,2,4,3,2,2,3,3,2,2,3,2,2,2,2,4,2,3,2,2,3,3,4,24,2,2.28571428571429,3.25,2.42857142857143
"ENG3.5",1,57,1,4,4,4,2,3,5,5,2,2,5,2,4,2,5,5,4,1,4,4,5,2,2,3,4,4,5,24,2.6,2.42857142857143,4.5,3.85714285714286
"ENG3.5",2,55,2,2,2,4,2,1,4,4,1,1,3,4,2,3,4,4,3,2,4,2,4,2,4,3,3,3,4,24,2,2,3.25,3.85714285714286
"ENG3.5",1,36,4,1,2,5,2,5,4,2,4,5,5,2,2,4,4,2,5,2,2,4,1,4,4,4,5,2,5,24,3.4,3.57142857142857,3.875,2.57142857142857
"ENG3.5",2,31,2,2,2,3,2,2,4,4,2,2,2,3,2,3,3,3,2,3,3,3,4,1,3,1,2,2,4,24,2,2,2.875,3.14285714285714
"ENG3.5",2,50,2,2,4,4,4,2,4,4,2,2,4,4,4,4,4,3,4,4,2,3,3,2,2,2,2,2,4,24,3.2,2.57142857142857,3.375,3.14285714285714
"ENG3.5",1,44,3,4,4,4,2,2,4,4,4,3,3,4,2,4,4,3,4,3,4,3,4,4,4,4,2,4,3,24,3,3.42857142857143,3.375,3.85714285714286
"ENG3.5",2,32,2,4,3,4,2,2,2,4,2,3,3,3,3,4,4,4,2,3,2,4,4,4,4,3,2,3,4,24,2.2,3.28571428571429,3,3.71428571428571
"ENG3.5",2,27,3,4,4,4,2,2,4,5,3,1,4,5,3,4,4,5,3,3,4,3,4,3,5,3,3,4,5,24,2.8,2.85714285714286,3.875,4.57142857142857
"ENG3.5",1,47,1,2,4,2,2,4,4,4,2,3,3,2,2,4,4,4,2,4,3,3,3,4,3,4,2,4,4,24,1.8,3.57142857142857,3.375,3.14285714285714
"ENG3.5",1,71,2,4,2,4,1,2,1,4,3,2,2,3,1,2,4,3,3,2,2,2,5,3,2,3,2,3,3,24,2,2.57142857142857,2.25,3.42857142857143
"ENG3.5",1,30,5,4,5,5,4,4,4,4,3,2,4,4,4,4,2,5,4,3,5,4,3,4,4,4,4,4,4,24,4,3.57142857142857,4,4.14285714285714
"ENG3.5",1,67,2,2,4,2,1,1,2,4,1,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,3,2,4,24,1.6,1.71428571428571,2.875,2.28571428571429
"ENG3.5",1,34,1,2,4,4,2,1,4,4,1,2,3,3,4,2,3,4,2,2,3,4,4,3,4,3,3,4,4,24,2,2.14285714285714,3.5,3.85714285714286
"ENG3.5",2,24,2,3,3,4,2,2,4,4,2,2,3,3,2,4,3,5,3,2,3,3,5,2,4,3,3,3,4,24,2.2,2.57142857142857,3.25,4
"ENG3.5",2,58,3,3,3,4,2,4,4,4,3,2,2,4,3,3,4,4,3,3,3,3,4,2,3,3,4,2,4,24,2.8,2.85714285714286,3.375,3.57142857142857
"ENG3.5",1,62,1,2,2,4,2,1,4,5,1,2,2,5,2,4,3,5,2,3,3,1,4,3,4,3,1,2,4,24,1.6,2.57142857142857,2.5,4.14285714285714
"ENG3.5",1,30,4,2,2,3,4,2,4,4,4,2,4,4,4,3,4,3,4,2,3,2,4,2,3,3,3,4,4,24,4,2.28571428571429,3.25,3.57142857142857
"ENG3.5",1,30,2,2,4,3,2,3,3,5,3,2,2,5,5,4,3,5,3,3,2,3,3,3,5,5,1,4,4,24,3,3.14285714285714,2.75,4.28571428571429
"ENG3.5",2,57,3,4,5,3,5,1,5,5,5,3,5,5,5,5,5,5,3,5,5,1,3,3,5,1,5,5,5,24,4.2,3.14285714285714,4.5,4.42857142857143
"ENG3.5",1,20,4,4,3,3,3,2,3,4,3,4,3,3,4,3,3,4,3,2,3,3,2,3,4,3,3,3,4,24,3.4,3,3.125,3.28571428571429
"ENG3.5",1,56,1,2,4,4,2,2,4,4,1,2,2,4,1,3,4,4,2,2,2,2,2,4,2,3,4,4,4,24,1.4,2.57142857142857,3.25,3.42857142857143
"ENG3.5",1,34,1,3,5,4,2,1,4,4,1,2,4,4,2,3,4,3,4,3,3,4,4,2,3,3,4,4,4,24,2,2.42857142857143,4,3.71428571428571
"ENG3.5",1,32,1,4,2,4,1,4,1,5,1,4,2,5,1,5,2,4,1,4,2,3,3,3,4,4,2,4,3,24,1,4,2.125,4.14285714285714
"ENG3.5",2,36,2,2,2,4,3,3,4,4,1,1,3,3,3,4,3,4,2,3,3,2,3,3,4,4,3,4,5,24,2.2,2.85714285714286,3.125,3.71428571428571
"ENG3.5",1,52,1,4,3,4,2,2,4,4,1,3,3,4,2,3,4,4,2,2,3,3,4,4,3,3,2,4,4,24,1.6,3,3.25,3.85714285714286
"ENG3.5",2,59,4,4,5,3,2,3,3,4,5,4,3,5,4,4,4,4,4,3,5,4,4,3,3,4,3,4,3,24,3.8,3.57142857142857,3.75,3.85714285714286
"ENG3.5",1,42,1,3,2,5,1,2,5,4,1,1,4,3,1,4,5,3,1,1,2,4,5,2,4,4,2,2,5,24,1,2.42857142857143,3.625,3.71428571428571
"ENG3.5",2,56,1,2,2,5,2,2,4,4,2,2,4,4,1,2,4,5,2,2,4,2,5,1,4,2,2,4,4,24,1.6,1.85714285714286,3.25,4.42857142857143
"ENG3.5",1,24,2,2,4,3,2,2,2,4,2,2,4,2,2,5,4,5,2,4,4,4,3,4,2,2,4,4,4,24,2,3,3.75,3.28571428571429
"ENG3.5",1,49,2,5,4,4,2,2,2,5,2,4,2,5,2,5,2,5,2,3,2,2,4,5,4,4,5,4,2,24,2,4,2.625,4.42857142857143
"ENG3.5",2,51,2,4,4,4,2,2,4,5,2,2,4,4,4,4,5,4,2,4,4,4,4,2,2,2,4,2,4,24,2.4,2.85714285714286,4.125,3.57142857142857
"ENG3.5",1,28,1,4,4,3,2,2,5,5,1,5,5,3,2,5,5,4,3,3,5,5,4,4,3,5,4,3,5,24,1.8,4,4.75,3.57142857142857
"ENG3.5",1,54,1,2,3,4,2,3,4,4,1,2,2,4,1,2,2,4,1,3,3,2,4,3,3,2,3,4,5,24,1.2,2.42857142857143,3,3.85714285714286
"ENG3.5",2,51,4,4,3,4,2,2,5,4,4,2,2,4,4,2,5,4,4,4,2,3,5,2,4,2,2,2,3,24,3.6,2.57142857142857,3.125,3.85714285714286
"ENG3.5",2,50,4,2,3,4,2,2,3,4,4,2,4,4,4,2,4,4,3,2,3,4,4,4,4,4,3,2,3,24,3.4,2.57142857142857,3.375,3.71428571428571
"ENG3.5",1,39,1,5,1,5,1,5,5,5,1,5,5,5,1,5,1,5,1,5,1,1,5,5,5,5,1,5,1,24,1,5,2,5
"ENG3.5",2,30,1,2,2,5,2,4,4,5,4,2,4,5,4,2,4,4,1,4,2,4,4,4,4,2,2,4,4,24,2.4,2.85714285714286,3.25,4.42857142857143
"ENG3.5",1,56,1,2,2,3,2,2,3,4,2,2,2,4,2,2,3,4,2,2,3,3,3,3,4,4,3,4,3,24,1.8,2.42857142857143,2.75,3.71428571428571
"ENG3.5",2,33,2,4,3,4,2,2,4,4,2,3,4,3,2,4,2,4,3,2,3,4,4,4,4,4,3,5,4,24,2.2,3.28571428571429,3.375,4
"ENG3.5",2,64,4,4,4,4,2,3,5,5,3,4,4,4,3,4,4,4,2,2,2,4,4,3,2,4,2,4,4,24,2.8,3.42857142857143,3.625,3.85714285714286
"ENG3.5",1,24,3,3,4,4,1,3,4,4,3,4,4,4,2,4,3,2,3,3,4,4,4,2,2,3,3,3,5,24,2.4,3.14285714285714,3.875,3.28571428571429
"ENG3.5",1,34,4,2,3,3,3,3,2,3,2,5,2,2,3,5,1,2,5,2,3,5,3,5,4,4,3,3,1,24,3.4,3.71428571428571,2.5,2.85714285714286
"ENG3.5",1,29,1,1,2,4,1,1,2,5,2,1,1,4,1,3,3,3,1,1,3,2,4,1,2,1,1,5,2,24,1.2,1.28571428571429,2,3.85714285714286
"ENG3.5",2,44,2,2,4,2,2,2,4,3,2,2,4,2,2,2,4,3,4,3,4,4,2,2,2,2,4,4,4,24,2.4,2.14285714285714,4,2.57142857142857
"ENG3.5",2,31,1,1,5,2,2,1,4,3,2,1,5,2,3,4,4,4,4,1,5,5,4,2,3,4,5,2,4,24,2.4,2,4.625,2.85714285714286
"ENG3.5",1,34,2,4,4,2,2,2,4,5,2,2,4,2,2,3,5,4,3,3,4,1,4,2,4,2,2,2,4,24,2.2,2.57142857142857,3.5,3.28571428571429
"ENG3.5",2,23,5,5,1,1,5,5,1,5,5,5,1,1,4,4,1,4,1,4,1,1,1,5,4,5,1,1,1,24,4,4.71428571428571,1,2.42857142857143
"ENG3.5",2,66,2,4,4,2,1,1,4,4,2,3,2,2,2,4,4,4,4,3,2,4,4,2,2,4,3,2,4,24,2.2,3,3.375,2.85714285714286
"ENG3.5",2,57,4,4,3,4,4,2,4,4,3,4,2,2,3,4,4,3,2,4,4,2,5,5,2,4,4,2,3,24,3.2,3.85714285714286,3.25,3.14285714285714
"ENG3.5",2,51,2,4,2,4,2,2,4,4,2,2,4,2,4,4,4,4,3,3,4,4,3,4,2,4,4,3,4,24,2.6,3.28571428571429,3.75,3.14285714285714
"ENG3.5",2,50,4,3,4,4,4,1,4,5,3,3,4,3,4,3,4,5,4,4,4,4,4,4,5,4,3,5,4,24,3.8,3.14285714285714,3.875,4.42857142857143
"ENG3.5",1,63,1,2,4,5,1,2,3,5,1,3,3,4,3,4,4,4,5,3,2,4,5,3,4,3,1,3,3,24,2.2,2.85714285714286,3,4.28571428571429
"ENG3.5",2,34,2,3,4,4,2,2,5,4,2,2,3,4,3,3,3,5,3,3,2,3,5,2,4,2,3,4,4,24,2.4,2.42857142857143,3.375,4.28571428571429
"ENG3.5",1,20,2,1,3,1,2,4,1,1,1,1,2,1,1,5,2,1,1,5,1,5,1,4,1,5,1,1,2,24,1.4,3.57142857142857,2.125,1
"ENG3.5",1,76,2,2,2,2,2,3,4,4,2,2,2,3,2,2,4,4,2,2,2,2,4,2,4,2,2,4,3,24,2,2.14285714285714,2.625,3.57142857142857
"ENG3.5",2,56,2,4,4,3,2,3,4,4,2,3,4,2,2,4,4,3,2,4,4,4,3,2,2,2,4,3,4,24,2,3.14285714285714,4,2.85714285714286
"ENG3.5",1,25,3,2,4,3,4,4,4,5,2,3,3,4,3,4,5,4,4,5,3,3,4,3,4,4,2,5,4,24,3.2,3.57142857142857,3.5,4.14285714285714
"ENG3.5",1,60,1,2,4,2,1,1,4,5,1,2,3,3,1,4,4,4,4,4,4,4,4,2,4,4,3,4,5,24,1.6,2.71428571428571,3.875,3.71428571428571
"ENG3.5",1,31,1,4,4,5,1,1,3,5,1,2,1,4,2,2,5,5,2,1,5,2,5,5,4,4,3,4,4,24,1.4,2.71428571428571,3.375,4.57142857142857
"ENG3.5",2,40,2,4,2,4,2,2,3,4,2,2,2,4,2,4,5,2,2,1,4,2,4,2,2,3,3,3,4,24,2,2.57142857142857,3.125,3.28571428571429
"ENG3.5",2,28,5,5,4,4,5,5,5,4,5,5,5,5,5,4,4,4,5,4,5,5,5,4,4,5,5,4,4,24,5,4.57142857142857,4.625,4.28571428571429
"ENG3.5",1,54,2,4,4,4,2,2,4,5,2,2,2,4,2,4,3,5,2,4,4,2,4,4,5,4,2,4,4,24,2,3.42857142857143,3.125,4.42857142857143
"ENG3.5",1,34,3,4,4,3,2,4,3,4,4,3,3,4,3,4,2,3,4,2,3,3,3,4,2,3,2,2,2,24,3.2,3.42857142857143,2.75,3
"ENG3.5",1,25,2,2,4,3,2,3,3,3,2,2,4,4,3,3,4,4,3,3,4,3,4,3,2,2,3,4,3,24,2.4,2.57142857142857,3.5,3.42857142857143
"ENG3.5",2,53,2,5,3,5,4,4,4,5,3,3,4,4,4,4,5,5,3,4,4,4,4,2,5,2,4,2,3,24,3.2,3.42857142857143,3.875,4.28571428571429
"ENG3.5",2,56,3,4,4,3,3,2,4,4,3,4,5,3,3,4,5,4,4,4,4,3,3,4,4,3,3,3,3,24,3.2,3.57142857142857,3.875,3.42857142857143
"ENG3.5",2,37,2,3,2,4,2,2,4,4,2,2,2,5,2,4,4,4,2,2,2,2,5,4,4,4,2,4,4,24,2,3,2.75,4.28571428571429
"ENG3.5",2,56,1,2,5,2,1,1,5,5,1,1,5,1,2,4,4,5,5,3,5,5,2,2,4,2,5,4,5,24,2,2.14285714285714,4.875,3.28571428571429
"ENG3.5",2,53,2,2,4,4,2,3,3,4,2,2,4,2,2,2,4,4,2,4,3,2,5,2,2,3,3,3,4,24,2,2.57142857142857,3.375,3.42857142857143
"ENG3.5",2,35,1,2,4,4,1,1,4,5,1,2,4,2,1,2,4,4,4,2,4,4,4,2,4,3,2,2,4,24,1.6,2,3.75,3.57142857142857
"ENG3.5",2,29,1,3,3,4,2,1,4,4,1,2,5,4,2,5,2,3,4,4,4,3,5,2,1,5,2,4,3,24,2,3.14285714285714,3.25,3.57142857142857
"ENG3.5",1,31,1,4,2,4,2,2,5,4,2,3,3,4,2,4,4,4,2,3,3,2,3,4,4,4,3,4,4,24,1.8,3.42857142857143,3.25,3.85714285714286
"ENG3.5",2,73,2,3,4,3,2,2,3,4,2,2,2,4,1,3,3,3,3,3,2,4,3,2,4,2,3,4,3,24,2,2.42857142857143,3,3.57142857142857
"ENG3.5",2,43,2,2,4,5,5,3,5,5,1,1,3,5,2,3,4,5,1,3,3,1,4,1,5,1,1,5,5,24,2.2,2,3.25,4.85714285714286
"ENG3.5",2,39,2,4,3,4,2,4,2,5,2,4,2,3,2,5,2,5,2,2,3,2,5,4,4,1,3,4,2,24,2,3.42857142857143,2.375,4.28571428571429
"ENG3.5",1,41,1,2,2,4,1,1,4,5,1,2,1,4,2,4,4,4,1,5,2,2,4,5,4,4,1,4,5,24,1.2,3.28571428571429,2.625,4.14285714285714
"ENG3.5",1,23,2,1,4,2,1,3,4,3,2,1,4,3,2,4,4,4,2,2,2,4,2,2,2,4,1,4,2,24,1.8,2.42857142857143,3.125,2.85714285714286
"ENG3.5",2,52,3,4,4,2,4,3,3,3,4,4,4,4,3,4,4,2,4,4,4,4,3,4,2,3,4,4,3,24,3.6,3.71428571428571,3.75,2.85714285714286
"ENG3.5",2,53,3,4,4,3,2,3,5,4,3,3,5,3,5,4,5,4,3,4,5,4,3,3,4,3,4,4,4,24,3.2,3.42857142857143,4.5,3.57142857142857
"ENG3.5",1,40,2,2,2,4,2,2,4,4,2,2,4,4,2,2,4,4,4,2,4,2,4,2,2,2,2,4,4,24,2.4,2,3.25,3.71428571428571
"ENG3.5",1,26,2,4,4,4,1,4,5,5,1,3,4,2,1,4,4,4,1,4,4,4,3,4,2,4,3,4,5,24,1.2,3.85714285714286,4.125,3.42857142857143
"ENG3.5",2,72,4,4,2,5,5,2,1,4,2,3,2,2,4,5,5,5,5,4,3,1,5,4,4,4,1,4,4,24,4,3.71428571428571,2.375,4.14285714285714
"ENG3.5",1,41,1,3,4,4,2,2,4,5,2,2,2,4,3,2,2,4,2,3,2,3,4,3,4,2,2,4,4,24,2,2.42857142857143,2.875,4.14285714285714
"ENG3.5",2,50,3,3,2,3,2,1,4,5,3,2,2,4,4,1,4,5,3,3,3,3,3,3,3,3,3,4,4,24,3,2.28571428571429,3.125,3.85714285714286
"ENG3.5",1,28,2,2,4,4,3,1,5,4,2,2,5,4,4,4,4,5,2,4,4,4,5,2,4,4,5,5,4,24,2.6,2.71428571428571,4.375,4.42857142857143
"ENG3.5",1,42,1,1,2,5,1,3,5,5,1,1,2,5,1,3,4,4,1,5,3,1,5,2,4,2,1,5,4,24,1,2.42857142857143,2.75,4.71428571428571
"ENG3.5",2,64,2,3,3,4,2,3,4,4,2,2,4,3,2,3,4,4,4,2,4,4,3,2,4,3,3,2,4,24,2.4,2.57142857142857,3.75,3.42857142857143
"ENG3.5",1,40,3,4,4,4,2,5,4,5,3,5,4,4,3,5,4,4,3,5,4,4,1,3,5,4,4,3,4,24,2.8,4.42857142857143,4,3.71428571428571
"ENG3.5",1,45,2,2,2,5,2,2,4,5,2,2,4,4,2,3,4,5,2,2,4,1,5,4,5,3,2,5,4,24,2,2.57142857142857,3.125,4.85714285714286
"ENG3.5",1,70,5,5,5,5,3,1,5,5,5,5,5,5,4,3,3,5,4,5,3,1,5,3,5,3,3,5,5,24,4.2,3.57142857142857,3.75,5
"ENG3.5",1,26,2,4,4,4,2,2,5,5,2,2,4,4,2,4,5,4,4,1,5,4,3,3,4,4,4,4,5,24,2.4,2.85714285714286,4.5,4
"ENG3.5",2,56,2,2,2,4,1,2,4,5,2,2,4,5,2,2,5,5,2,4,4,2,4,1,5,2,2,4,5,24,1.8,2.14285714285714,3.5,4.57142857142857
"ENG3.5",1,26,2,2,2,3,2,2,4,3,2,2,4,3,2,4,4,3,3,3,3,3,3,2,3,3,3,3,3,24,2.2,2.57142857142857,3.25,3
"ENG3.5",1,31,4,5,3,2,4,4,2,4,4,4,2,2,4,4,4,5,3,5,2,3,2,4,4,4,2,2,2,24,3.8,4.28571428571429,2.5,3
"ENG3.5",2,23,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,24,2.8,3,3,3
"ENG3.5",1,38,1,1,1,5,1,1,5,5,1,1,3,3,1,5,4,5,1,4,5,1,5,3,5,3,1,5,5,24,1,2.57142857142857,3.125,4.71428571428571
"ENG3.5",1,29,3,4,2,4,3,2,5,5,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,24,3.4,3.42857142857143,3.625,3.85714285714286
"ENG3.5",2,39,5,4,4,5,2,1,4,5,5,4,3,4,3,4,5,5,5,4,3,3,5,3,5,3,4,5,4,24,4,3.28571428571429,3.75,4.85714285714286
"ENG3.5",2,24,3,1,2,5,3,1,5,5,3,1,4,5,3,4,5,5,1,3,3,3,5,1,5,1,3,5,3,24,2.6,1.71428571428571,3.5,5
"ENG3.5",2,35,4,2,4,2,4,2,4,5,4,2,4,5,4,4,4,2,4,4,4,4,2,2,2,4,4,4,2,24,4,2.85714285714286,3.75,3.14285714285714
"ENG3.5",1,56,1,1,3,5,1,3,5,5,1,1,5,3,1,4,3,5,1,4,5,2,5,3,4,4,5,3,5,24,1,2.85714285714286,4.125,4.28571428571429
"ENG3.5",2,60,2,2,4,4,2,1,4,4,2,2,2,4,2,2,4,4,4,2,3,4,4,2,4,2,2,2,4,24,2.4,1.85714285714286,3.375,3.71428571428571
"ENG3.5",2,63,2,2,2,2,2,2,4,4,2,2,4,2,2,2,4,2,4,2,2,4,2,4,2,2,2,2,4,24,2.4,2.28571428571429,3.25,2.28571428571429
"ENG3.5",1,21,2,4,4,3,1,3,4,4,3,2,2,3,4,4,5,3,4,3,3,4,3,4,4,3,3,3,2,24,2.8,3.28571428571429,3.375,3.28571428571429
"ENG3.5",2,41,3,3,3,4,2,2,4,4,3,2,2,3,2,2,5,4,3,2,2,2,4,3,4,2,2,4,4,24,2.6,2.28571428571429,3,3.85714285714286
"ENG3.5",2,38,2,2,2,2,2,2,5,4,2,2,4,4,4,2,4,4,2,2,2,4,4,2,3,4,4,4,4,24,2.4,2.28571428571429,3.625,3.57142857142857
"ENG3.5",2,40,2,4,3,4,2,1,3,4,3,3,2,4,3,4,4,5,3,4,2,2,4,4,4,4,2,4,2,24,2.6,3.42857142857143,2.5,4.14285714285714
"ENG3.5",2,39,1,2,2,4,2,1,4,4,2,1,3,4,2,2,2,3,4,2,2,2,4,3,3,2,2,3,2,24,2.2,1.85714285714286,2.375,3.57142857142857
"ENG3.5",2,61,1,2,2,4,1,2,2,4,1,1,2,4,1,4,4,5,4,1,4,2,5,1,4,2,2,4,4,24,1.6,1.85714285714286,2.75,4.28571428571429
"ENG3.5",2,45,2,4,2,5,2,4,4,5,3,3,2,4,2,3,4,5,3,4,2,2,4,3,5,3,2,4,3,24,2.4,3.42857142857143,2.625,4.57142857142857
"ENG3.5",1,74,2,3,5,4,2,1,5,4,1,1,2,4,4,2,4,4,2,2,4,4,4,1,2,4,4,4,5,24,2.2,2,4.125,3.71428571428571
"ENG3.5",2,66,2,3,2,4,3,3,4,4,2,2,2,3,2,4,3,4,2,3,2,4,3,2,4,3,3,3,4,24,2.2,2.85714285714286,3,3.57142857142857
"ENG3.5",2,65,1,3,4,2,1,2,4,4,1,3,4,3,2,3,4,4,2,3,3,3,2,3,3,2,3,4,3,24,1.4,2.71428571428571,3.5,3.14285714285714
"ENG3.5",1,59,4,2,4,2,1,1,4,5,2,2,2,5,1,4,4,5,4,1,2,4,4,4,4,2,2,5,4,24,2.4,2.28571428571429,3.25,4.28571428571429
"ENG3.5",2,43,2,2,2,4,1,2,4,4,2,2,2,4,4,2,4,4,2,2,4,2,4,2,4,2,2,4,4,24,2.2,2,3,4
"ENG3.5",1,33,2,2,4,3,2,1,4,4,3,2,4,3,3,4,4,2,3,3,3,4,3,2,2,3,3,3,4,24,2.6,2.42857142857143,3.75,2.85714285714286
"ENG3.5",1,32,1,3,5,2,2,1,5,2,1,2,3,2,2,4,4,1,2,3,3,4,1,3,1,2,4,2,4,24,1.6,2.57142857142857,4,1.57142857142857
"ENG3.5",2,44,2,2,3,4,3,2,4,5,3,2,3,4,2,4,4,5,2,4,3,4,4,4,5,4,3,4,4,24,2.4,3.14285714285714,3.5,4.42857142857143
"ENG3.5",1,40,3,4,3,2,3,3,4,2,3,3,4,2,4,3,4,3,4,3,4,5,2,4,2,4,4,3,4,24,3.4,3.42857142857143,4,2.28571428571429
"ENG3.5",1,35,4,3,4,5,2,4,5,5,5,3,2,4,2,5,4,5,4,3,5,4,4,4,3,2,4,5,4,24,3.4,3.42857142857143,4,4.42857142857143
"ENG3.5",1,33,1,1,3,2,1,5,4,5,4,1,3,5,1,3,4,1,4,4,4,5,1,4,1,3,2,1,4,24,2.2,3,3.625,2.28571428571429
"ENG3.5",1,72,3,2,4,4,3,1,4,4,3,3,4,3,2,4,4,4,4,3,3,3,3,3,3,3,2,4,4,24,3,2.71428571428571,3.5,3.57142857142857
"ENG3.5",2,47,4,5,4,4,5,3,4,5,5,4,3,4,5,4,5,5,3,4,5,5,4,3,4,5,4,4,3,24,4.4,4,4.125,4.28571428571429
"ENG3.5",1,51,2,2,2,2,2,2,4,4,2,2,2,4,2,4,4,4,2,2,2,2,3,2,3,3,2,3,2,24,2,2.42857142857143,2.5,3.28571428571429
"ENG3.5",2,44,3,5,3,4,3,1,4,4,2,2,2,4,3,3,3,5,3,3,2,3,3,3,4,3,2,5,3,24,2.8,2.85714285714286,2.75,4.14285714285714
"ENG3.5",1,35,2,4,4,3,2,3,4,3,2,2,4,4,4,3,4,2,2,3,4,4,4,3,3,2,4,4,4,24,2.4,2.85714285714286,4,3.28571428571429
"ENG3.5",1,56,1,4,2,4,1,1,5,5,1,2,5,4,1,4,5,5,1,4,2,2,4,2,4,4,4,4,5,24,1,3,3.75,4.28571428571429
"ENG3.5",2,56,2,2,2,2,2,3,2,4,2,3,2,2,2,4,3,4,3,2,2,3,4,3,3,4,3,4,2,24,2.2,3,2.375,3.28571428571429
"ENG3.5",2,26,2,2,3,3,2,2,3,4,4,2,4,4,2,4,5,4,4,3,2,3,4,4,4,3,2,4,3,24,2.8,2.85714285714286,3.125,3.85714285714286
"ENG3.5",2,32,2,2,4,4,1,2,4,4,2,2,2,4,1,4,2,4,4,2,2,2,4,4,4,4,2,4,3,24,2,2.85714285714286,2.625,4
"ENG3.5",1,69,1,4,3,1,1,4,5,4,1,4,3,3,3,4,2,4,3,2,2,3,2,4,2,5,2,3,2,24,1.8,3.85714285714286,2.75,2.71428571428571
"ENG3.5",1,44,1,3,3,4,1,3,4,4,1,2,4,3,1,3,4,5,1,4,4,4,4,2,3,2,3,4,4,24,1,2.71428571428571,3.75,3.85714285714286
"ENG3.5",2,36,2,3,3,3,2,2,3,4,2,3,3,3,2,3,4,4,3,3,3,4,4,3,4,3,3,4,4,24,2.2,2.85714285714286,3.375,3.71428571428571
"ENG3.5",2,72,2,4,2,4,2,2,4,4,2,2,2,4,2,2,4,4,2,4,3,2,3,3,4,4,2,2,2,24,2,3,2.625,3.57142857142857
"ENG3.5",1,62,2,4,4,4,2,4,3,4,3,2,4,4,2,3,3,3,2,3,4,3,4,4,3,3,3,3,4,24,2.2,3.28571428571429,3.5,3.57142857142857
"ENG3.5",1,57,1,4,4,4,2,1,2,5,2,2,2,2,1,2,4,5,4,2,2,4,5,2,5,2,2,4,4,24,2,2.14285714285714,3,4.28571428571429
"ENG3.5",2,66,2,4,2,4,2,3,4,5,2,3,1,3,1,3,5,5,4,4,2,1,4,1,4,4,1,5,5,24,2.2,3.14285714285714,2.625,4.28571428571429
"ENG3.5",2,46,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,24,3.2,3,3.125,3
"ENG3.5",1,47,1,3,5,4,1,1,4,5,1,3,4,2,2,3,3,5,1,3,4,3,3,3,5,3,5,2,4,24,1.2,2.71428571428571,4,3.71428571428571
"ENG3.5",1,72,2,3,4,2,1,1,2,4,1,2,2,4,2,2,4,2,2,1,2,2,4,2,3,2,4,3,2,24,1.6,1.85714285714286,2.75,3.14285714285714
"ENG3.5",1,45,4,4,4,4,4,4,5,5,5,4,5,5,4,4,4,4,4,5,4,5,5,5,5,4,4,5,4,24,4.2,4.28571428571429,4.375,4.71428571428571
"ENG3.5",1,57,2,4,2,4,2,5,5,5,4,4,4,2,2,4,4,4,4,4,4,3,2,4,5,4,2,4,4,24,2.8,4.14285714285714,3.5,3.71428571428571
"ENG3.5",1,23,4,4,2,2,4,5,2,2,1,4,2,2,4,5,2,4,2,4,2,2,1,4,3,4,2,2,2,24,3,4.28571428571429,2,2.28571428571429
"ENG3.5",1,23,2,4,3,4,1,2,4,4,2,2,4,4,4,3,4,5,2,2,3,5,4,4,4,3,3,4,3,24,2.2,2.85714285714286,3.625,4.14285714285714
"ENG3.5",2,43,2,4,4,4,2,2,4,4,2,2,2,2,2,4,2,4,2,4,3,2,4,3,4,4,2,4,4,24,2,3.28571428571429,2.875,3.71428571428571
"ENG3.5",2,35,4,2,4,1,3,2,2,4,5,4,2,3,1,4,3,4,5,3,3,3,2,2,2,3,3,4,2,24,3.6,2.85714285714286,2.75,2.85714285714286
"ENG3.5",1,36,2,4,2,4,1,2,5,5,1,1,2,4,2,2,5,5,1,4,2,3,4,4,5,2,3,4,5,24,1.4,2.71428571428571,3.375,4.42857142857143
"ENG3.5",2,40,2,4,2,2,3,4,2,5,1,2,2,4,2,5,2,5,2,4,2,2,2,4,4,4,3,4,3,24,2,3.85714285714286,2.25,3.71428571428571
