id,age,gender,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27,DQS_A_4,FAD_W_1,FAD_W_2,FAD_W_3,FAD_W_4,FAD_W_5,FAD_W_6,FAD_W_7,FAD_W_8,FAD_W_9,FAD_W_10,FAD_W_11,FAD_W_12,FAD_W_13,FAD_W_14,FAD_W_15,FAD_W_16,FAD_W_17,FAD_W_18,FAD_W_19,FAD_W_20,FAD_W_21,FAD_W_22,FAD_W_23,FAD_W_24,FAD_W_25,FAD_W_26,FAD_W_27,DQS_B_2,LOC_1,LOC_2,LOC_3,LOC_4,LOC_5,LOC_6,LOC_7,Rosenberg_1,Rosenberg_2,Rosenberg_3,Rosenberg_4,Rosenberg_5,Rosenberg_6,Rosenberg_7,Rosenberg_8,Rosenberg_9,Rosenberg_10,BSCS_1,BSCS_2,BSCS_3,BSCS_4,BSCS_5,BSCS_6,BSCS_7,BSCS_8,BSCS_9,BSCS_10,BSCS_11,BSCS_12,BSCS_13,DQS_C_3,GBJW_1,GBJW_2,GBJW_3,GBJW_4,GBJW_5,GBJW_6,GBJW_7,sample_id
521,56,1,1,2,2,3,2,2,3,3,1,2,4,2,2,3,3,4,3,2,4,3,3,3,2,3,3,1,3,4,1,3,3,1,2,2,3,3,1,2,4,1,2,3,3,4,3,2,3,3,3,2,2,3,2,2,3,2,3,4,4,4,2,4,4,2,2,3,3,3,2,3,3,2,3,2,3,3,3,3,4,2,4,2,4,4,3,3,3,3,3,1,3,3,1,2,1
522,52,1,4,3,3,4,4,3,4,4,4,4,3,4,3,3,3,5,2,3,3,3,3,3,4,3,3,4,3,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,3,5,3,3,3,4,3,3,3,4,3,4,3,2,3,4,4,3,4,5,5,3,2,3,3,2,2,3,2,1,3,2,2,2,3,4,2,4,2,2,4,3,4,3,3,4,5,4,2,4,3,2,2
523,26,2,4,4,4,4,3,2,4,4,4,3,4,2,3,3,3,4,4,3,3,4,2,4,4,4,4,2,4,4,4,4,4,2,4,2,4,4,4,4,3,2,3,2,3,4,4,3,4,4,2,4,4,4,4,4,4,2,3,3,5,5,4,4,5,2,3,2,3,3,3,2,3,3,2,3,4,2,2,3,3,3,3,3,2,4,4,2,3,3,4,3,3,3,3,2,2
524,35,2,4,4,5,4,3,3,5,4,4,3,4,3,2,3,3,4,4,5,4,4,4,5,4,5,5,4,5,4,3,4,5,4,5,3,5,3,4,5,5,3,4,4,5,4,4,5,2,5,4,5,3,5,5,4,5,2,5,5,5,5,5,6,7,3,2,3,3,1,2,3,3,1,4,2,3,3,3,5,3,4,4,2,5,3,1,1,3,5,5,4,3,5,3,3,2
525,55,2,2,2,3,3,2,1,5,3,2,2,5,2,3,3,5,4,4,3,5,3,4,3,4,2,3,2,5,4,2,2,3,2,2,1,5,3,2,2,5,2,3,3,5,4,3,3,5,3,2,2,3,2,3,2,5,2,4,4,5,5,5,4,4,2,4,2,3,3,3,2,3,3,2,3,3,3,2,4,2,3,3,1,5,4,2,3,3,4,3,3,2,3,2,2,1
526,53,2,3,4,4,4,1,2,3,4,4,3,3,4,4,4,3,4,4,2,2,4,4,4,3,2,4,4,4,4,4,4,4,4,2,2,4,3,4,3,3,4,4,4,4,5,4,4,3,4,3,3,4,4,4,4,3,2,5,5,4,4,5,5,5,2,3,2,3,3,3,2,3,2,3,1,4,3,2,3,4,3,3,4,2,3,2,3,3,4,4,4,4,4,4,4,2
527,33,2,3,3,4,3,4,3,4,3,3,3,4,2,3,3,3,3,3,4,3,3,3,4,3,4,5,3,4,4,3,3,2,3,3,4,4,3,2,2,3,3,3,3,5,3,3,3,3,3,2,3,3,5,5,4,2,2,5,4,6,4,4,5,4,2,3,2,2,3,3,2,4,3,1,3,3,1,3,4,3,3,3,1,4,3,1,3,3,4,3,4,3,4,1,6,2
528,68,1,2,3,2,4,2,3,3,2,2,2,3,4,3,3,3,3,2,2,3,2,4,4,3,3,2,2,4,4,2,3,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2,3,3,5,4,3,2,3,3,2,2,3,2,2,3,2,2,3,2,4,3,4,2,2,4,2,4,2,3,4,4,4,3,4,3,3,1
529,39,2,2,3,4,3,3,3,4,3,2,3,4,2,3,2,4,5,4,3,4,4,3,3,4,3,4,3,4,4,3,2,4,2,2,3,4,2,2,2,4,2,2,2,4,5,2,4,4,4,3,3,4,4,4,3,4,2,5,5,4,5,3,5,4,2,3,2,2,3,3,2,3,3,2,3,4,4,2,4,4,3,2,4,3,4,2,4,3,4,4,4,1,3,2,2,2
530,40,2,1,2,3,4,2,2,5,5,1,1,5,4,4,2,3,5,2,2,5,2,4,4,5,2,2,5,5,4,1,3,4,2,2,2,5,3,1,1,5,4,4,2,5,5,1,2,5,3,4,4,5,1,2,4,5,2,5,5,3,5,6,6,5,2,3,2,2,4,4,3,4,3,1,1,4,1,1,5,1,4,5,1,4,1,2,1,3,4,5,4,3,4,4,4,2
531,46,1,1,3,4,4,3,1,5,3,3,3,4,2,3,2,4,4,3,3,3,4,3,4,3,3,4,3,5,4,2,4,4,3,3,1,4,4,2,3,5,2,3,2,4,4,3,2,5,3,3,4,3,4,3,3,5,2,3,4,4,4,4,5,4,1,4,1,2,4,4,1,4,4,1,4,4,1,4,3,4,2,2,4,4,4,3,4,3,4,4,4,4,4,4,4,1
532,40,2,3,4,4,3,3,2,5,5,2,3,4,3,2,3,3,5,4,3,4,3,3,3,5,2,4,3,5,4,2,3,4,2,2,2,4,4,3,2,4,3,4,3,4,5,4,3,4,4,3,3,4,2,3,2,4,2,2,2,3,4,4,6,5,2,2,3,3,2,2,3,3,2,3,4,4,3,3,4,3,2,1,2,3,4,2,4,3,2,4,2,2,4,2,3,1
533,33,2,2,2,4,4,2,2,4,4,2,2,3,3,2,4,2,3,4,4,2,2,3,4,3,3,2,2,3,4,2,2,4,3,3,2,4,3,4,2,4,3,4,4,3,3,2,4,2,4,2,4,3,4,2,4,4,2,6,5,3,3,5,2,3,2,3,2,2,3,3,2,3,3,2,4,4,4,3,3,4,2,2,4,4,3,2,4,3,4,2,2,2,4,3,2,2
534,42,1,2,5,3,4,2,3,3,4,2,3,3,4,1,3,3,5,3,4,2,2,4,2,4,2,3,4,4,4,2,4,3,2,2,3,3,4,3,3,2,4,2,4,4,5,4,4,4,4,5,3,4,3,3,3,4,2,5,5,6,3,6,7,7,2,3,2,3,3,2,3,3,2,2,4,3,4,3,2,4,1,1,1,4,4,2,2,3,5,5,4,3,5,4,2,1
535,34,1,3,4,3,4,2,2,4,4,2,4,4,2,4,4,3,4,4,1,4,4,4,5,4,4,4,1,4,4,4,4,3,4,4,3,5,4,4,4,4,3,4,4,4,4,4,5,4,4,5,4,3,4,5,1,5,2,2,5,3,4,5,6,6,2,4,3,2,2,4,2,4,4,2,4,5,2,4,4,5,2,1,5,1,4,5,5,3,4,4,4,3,4,4,4,2
536,80,1,3,2,2,3,4,3,2,5,2,4,4,3,4,3,4,5,4,3,3,4,3,4,4,3,4,4,3,4,4,2,2,3,4,2,4,4,2,3,3,4,4,3,3,5,1,3,2,5,3,4,4,4,3,4,4,2,5,6,5,6,4,4,6,1,3,3,2,4,1,1,3,4,3,4,5,4,4,1,5,1,4,5,1,4,4,4,3,2,2,4,1,4,1,1,1
537,47,1,3,2,4,4,2,2,5,1,2,4,4,3,2,4,4,1,4,1,4,4,4,3,3,3,4,2,5,4,2,2,4,2,2,2,4,1,2,4,4,3,3,4,4,1,4,2,4,4,3,3,1,3,4,2,4,2,3,5,4,3,5,5,5,3,3,2,2,2,3,4,3,3,2,3,2,4,3,3,4,2,4,2,3,4,3,3,3,3,4,3,3,3,2,3,1
538,38,2,3,3,3,4,2,3,4,4,3,3,4,4,4,3,4,4,4,3,4,3,4,3,3,3,4,4,4,4,2,2,3,3,3,3,4,4,2,3,3,4,4,3,4,4,4,3,4,4,3,2,4,3,4,4,4,2,3,4,4,3,3,5,5,2,3,2,3,3,2,3,3,2,3,4,4,2,3,3,3,2,3,4,3,3,3,3,3,3,4,4,3,4,3,3,1
539,53,2,3,4,2,2,4,1,2,1,3,4,1,3,4,4,2,2,4,3,2,3,2,5,2,5,2,2,3,4,3,4,2,2,3,1,2,1,3,4,1,2,3,5,2,2,4,3,2,3,2,5,2,5,2,2,2,2,5,5,2,5,2,3,4,3,3,2,2,2,2,2,2,1,3,3,4,4,3,4,4,3,3,2,4,4,2,2,3,5,4,2,3,6,2,2,1
540,56,1,1,1,3,5,1,3,5,3,1,2,5,3,1,3,5,5,1,2,1,1,5,3,3,1,1,1,5,4,1,3,3,3,3,1,5,3,1,3,5,3,3,3,5,5,1,2,5,3,5,3,4,3,1,3,5,2,1,1,1,1,7,7,7,3,2,1,2,4,3,2,3,4,3,5,5,3,5,4,5,1,1,5,1,5,5,5,3,2,4,1,6,4,1,1,2
541,40,1,1,2,2,4,2,1,4,2,2,1,4,2,3,1,4,2,4,2,3,3,4,4,2,4,4,2,4,4,2,2,4,2,3,1,5,2,2,2,4,2,4,2,4,2,4,2,4,3,1,4,1,4,3,4,4,2,3,4,5,3,5,6,3,3,2,2,3,3,2,2,2,3,2,2,4,3,4,4,4,2,1,4,1,2,2,2,3,3,1,3,2,2,1,2,2
542,53,2,3,4,2,2,3,1,2,1,3,4,2,2,4,5,2,2,4,3,2,2,2,5,2,5,1,2,3,4,3,4,2,1,4,1,4,1,3,4,2,3,3,5,2,1,3,3,2,2,1,5,2,5,2,2,3,2,6,5,2,4,2,3,3,3,2,2,2,2,2,2,2,1,3,3,4,4,3,4,4,2,3,2,4,4,2,2,3,6,4,5,2,6,1,2,2
543,30,2,3,3,3,4,3,4,5,5,3,4,5,4,3,3,4,5,3,2,5,3,4,4,5,4,3,4,5,4,3,4,3,2,4,4,5,5,3,4,5,4,4,3,5,5,4,2,5,4,4,4,5,4,4,4,5,2,6,6,6,6,6,6,6,2,3,2,2,3,3,2,4,3,2,2,4,5,2,2,2,2,3,3,4,3,4,4,3,4,5,4,3,4,4,4,2
544,44,2,2,2,2,2,2,1,2,4,1,2,4,2,2,2,2,4,4,4,2,2,3,2,2,3,3,2,3,4,2,3,2,2,2,2,4,4,2,2,2,3,2,2,2,5,2,5,2,4,1,2,2,4,2,2,4,2,6,6,7,6,4,5,2,2,3,2,3,3,3,2,3,3,2,3,4,4,2,4,4,3,4,4,4,4,3,2,3,4,2,2,3,4,3,3,2
545,50,1,2,2,3,4,2,1,4,2,2,2,4,1,2,2,4,2,4,2,4,2,2,2,2,2,4,2,4,4,2,4,4,1,2,2,4,3,2,2,2,1,3,4,4,4,4,2,2,4,2,2,4,2,2,2,4,2,3,5,5,5,4,6,6,1,4,1,2,4,4,1,4,4,1,5,5,4,4,1,5,1,1,2,2,4,5,5,3,2,2,2,4,2,1,1,2
546,47,1,4,4,4,4,4,1,5,4,4,2,4,2,3,2,4,4,4,4,4,4,4,4,4,4,4,2,5,4,4,2,4,3,4,1,5,4,4,2,4,1,4,3,5,4,3,4,5,3,4,3,3,4,4,2,5,2,5,5,5,5,2,5,6,3,3,3,3,3,3,3,3,2,3,3,3,4,3,4,4,3,3,3,4,3,2,3,3,2,2,2,4,2,2,2,2
547,55,1,2,3,4,3,3,2,4,2,2,2,2,2,2,4,3,3,4,2,4,4,3,4,3,3,3,3,4,4,2,3,4,2,2,2,4,2,3,3,4,2,3,4,4,2,4,3,4,4,2,4,2,3,4,2,4,2,4,5,5,5,3,5,3,2,2,2,3,3,2,3,3,3,2,3,2,3,4,3,2,2,4,3,3,3,3,2,3,3,4,2,2,3,2,2,1
548,45,1,4,3,3,3,3,3,4,3,3,4,4,3,3,2,3,5,4,3,3,3,3,4,4,4,3,3,3,4,4,2,2,4,4,3,4,3,4,3,3,4,2,4,4,5,2,3,4,3,3,4,3,4,4,4,4,2,5,5,3,6,7,6,4,3,4,2,3,4,4,2,4,4,4,3,3,4,4,4,3,4,3,2,5,4,2,1,3,5,5,4,4,5,4,5,2
549,40,1,3,4,3,4,3,1,4,4,2,2,4,2,4,3,3,4,3,2,4,5,3,4,3,3,4,2,5,4,2,4,3,3,3,2,4,4,3,4,4,2,4,3,4,4,4,2,3,5,4,4,3,3,4,2,5,2,5,6,5,5,3,4,4,1,4,2,3,3,3,3,3,3,2,4,3,3,4,3,4,3,3,4,3,3,3,3,3,3,2,2,2,2,1,2,1
550,40,2,3,3,4,4,3,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,3,4,3,3,3,4,4,3,4,4,4,3,4,4,4,3,3,4,4,4,3,4,5,4,3,4,4,4,3,4,4,4,4,4,2,5,5,5,5,5,5,5,3,3,2,2,3,3,3,4,3,2,4,4,4,4,3,4,2,3,4,3,4,4,2,3,4,4,4,3,5,3,3,2
551,50,2,2,3,4,4,3,4,5,4,2,3,5,2,4,4,3,5,4,2,4,4,4,3,4,4,4,4,5,4,3,4,4,3,3,3,5,4,2,3,5,2,4,4,3,4,4,2,5,4,3,3,3,4,4,4,5,2,5,5,4,6,5,6,5,2,3,3,2,3,3,3,3,3,2,3,4,3,2,4,2,3,2,3,4,3,1,2,3,4,4,4,2,4,3,2,2
552,29,1,2,4,5,5,3,2,5,4,2,3,4,3,3,4,4,4,4,4,5,4,4,4,3,5,3,2,5,4,2,4,5,2,4,2,4,5,2,3,4,5,2,2,5,4,2,2,4,4,5,4,4,4,4,2,5,2,6,5,2,4,6,6,6,2,3,2,3,3,4,3,3,2,3,4,5,2,4,4,4,3,2,4,2,4,4,4,3,4,4,5,4,5,2,2,1
553,40,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,4,4,2,2,2,2,2,4,2,2,4,1,2,2,4,2,2,1,2,2,4,2,4,4,4,2,4,2,2,4,2,4,2,2,4,2,3,5,3,5,3,5,2,1,3,2,2,3,3,2,3,3,2,3,4,3,2,3,4,2,1,3,2,4,2,4,3,2,2,2,2,2,2,2,2
554,21,2,2,2,4,3,2,5,3,1,2,3,4,3,1,3,3,3,3,5,3,4,4,4,2,5,3,2,3,4,2,2,3,3,1,3,2,1,3,2,3,3,3,3,4,3,2,4,2,4,3,4,2,5,4,2,3,2,5,6,2,3,4,6,7,3,1,2,3,1,4,1,3,3,4,3,3,4,3,4,5,1,2,5,5,4,3,5,3,2,5,1,3,1,3,2,1
555,46,2,4,4,5,5,4,2,5,5,3,4,5,4,5,3,2,5,5,5,4,4,5,4,5,4,5,4,5,4,1,4,5,4,5,2,5,5,4,5,5,5,5,4,5,5,4,4,4,5,4,4,4,4,5,4,5,2,2,3,5,6,6,7,6,3,2,3,3,1,2,3,1,1,3,2,5,3,3,4,3,4,4,4,4,2,2,4,3,5,6,5,2,5,4,3,2
556,49,1,3,5,5,5,4,2,4,5,5,4,5,4,4,2,2,5,4,3,4,4,3,5,4,5,3,5,5,4,3,3,5,2,5,2,5,4,3,5,4,5,5,4,4,5,4,2,4,4,3,5,5,5,4,4,4,2,1,1,2,6,6,6,5,2,4,2,2,3,3,2,3,3,1,4,4,2,1,5,3,3,1,5,5,3,2,1,3,4,2,4,2,4,2,1,2
557,51,1,4,3,3,3,3,3,3,4,3,3,3,2,3,3,4,4,4,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,2,3,3,4,4,4,2,3,4,5,3,4,3,4,3,3,2,4,4,4,4,3,4,4,2,3,2,3,3,3,2,3,3,3,3,3,2,3,4,3,3,2,2,4,3,2,4,3,3,4,2,2,3,3,3,1
558,33,2,4,5,3,3,4,1,5,5,3,5,4,2,4,4,2,5,5,4,3,3,3,5,3,5,2,2,5,4,3,4,2,2,3,1,5,3,3,5,5,2,2,5,5,5,4,4,4,4,3,5,4,5,3,4,4,2,6,3,3,5,4,2,4,1,4,1,1,4,4,1,3,4,1,5,3,2,4,3,5,1,1,1,2,4,3,1,3,4,3,2,4,4,2,1,2
559,48,2,1,2,4,4,2,2,4,4,3,3,4,3,2,3,2,5,3,3,3,4,3,3,4,2,3,4,4,4,1,2,3,2,1,1,4,4,1,2,4,3,3,3,3,5,4,3,3,4,2,3,4,2,2,4,4,2,3,2,2,2,2,5,5,2,2,2,3,2,2,3,2,2,3,2,2,3,2,4,1,4,4,2,4,2,3,3,3,4,4,4,2,4,1,2,1
560,42,2,1,4,3,4,3,3,5,5,2,2,4,3,3,3,4,5,3,3,3,4,3,3,2,5,4,3,4,4,1,3,3,3,3,3,5,5,2,2,4,3,4,3,4,5,2,3,3,3,3,4,4,5,4,3,4,2,5,5,3,5,4,6,6,2,3,3,2,2,3,3,3,3,2,2,3,2,1,5,4,4,3,2,3,1,2,3,3,3,4,2,3,4,1,1,1
561,31,1,2,2,4,5,2,2,4,2,1,1,4,4,3,4,4,3,2,1,4,4,4,4,4,2,2,2,4,4,1,2,2,4,2,4,5,2,1,3,4,4,3,4,4,2,1,2,4,4,4,3,2,3,4,3,4,2,4,4,6,6,3,6,4,3,2,3,3,2,1,3,2,2,3,2,4,2,2,4,1,2,2,4,2,4,2,4,3,4,4,4,2,4,3,3,1
562,44,2,2,4,2,3,2,1,4,3,1,3,4,3,1,4,3,4,4,3,2,2,2,4,2,4,2,2,4,4,2,3,2,3,1,2,4,3,1,2,5,1,4,4,4,4,4,2,3,4,3,4,2,4,3,2,4,2,2,5,1,1,3,6,6,2,3,2,2,3,3,2,3,3,2,4,4,2,4,4,4,4,5,4,2,4,1,4,3,5,4,2,2,2,2,1,1
563,48,2,3,4,4,4,3,1,4,4,2,3,3,2,2,2,4,4,4,3,2,2,4,4,4,3,3,2,4,4,3,4,4,3,5,1,4,4,2,4,2,2,4,2,3,4,3,4,2,4,4,4,3,4,2,2,4,2,3,4,6,5,4,5,4,1,4,2,4,4,3,3,4,3,2,5,5,5,4,3,4,2,2,4,3,4,3,5,3,4,5,4,3,4,3,2,2
564,26,1,1,3,4,4,2,2,4,4,2,2,4,2,2,3,4,4,2,2,4,4,4,2,3,2,4,2,5,4,2,2,4,4,2,2,4,3,2,2,4,2,3,3,4,5,2,2,4,5,4,3,4,3,4,3,4,2,3,5,5,5,3,3,3,2,3,2,2,3,3,2,2,3,2,4,4,3,3,4,4,2,2,4,3,2,2,4,3,2,4,1,1,2,1,2,2
565,55,2,1,3,4,5,1,2,5,2,1,3,4,4,2,3,4,3,3,3,4,3,3,2,3,2,3,3,4,4,1,3,4,1,2,2,5,1,1,3,5,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,5,2,2,4,4,4,4,4,4,2,3,3,2,2,3,2,2,2,3,2,3,2,2,4,2,4,3,2,4,2,2,2,3,2,3,2,2,3,2,3,2
566,46,1,3,3,4,4,2,2,5,2,2,3,4,2,4,3,4,3,4,2,5,5,4,4,4,4,3,4,5,4,2,4,4,3,4,3,5,3,4,4,4,2,5,4,4,4,4,2,4,4,2,4,4,5,4,2,4,2,6,5,3,6,4,5,5,1,4,2,1,3,4,1,4,4,1,5,5,1,4,4,5,1,2,5,5,5,2,5,3,2,4,5,2,4,2,2,1
567,33,2,5,4,4,4,2,1,2,4,5,4,1,4,2,5,4,5,4,3,2,4,2,4,4,4,4,4,1,4,5,4,4,2,4,1,2,3,5,2,2,4,2,4,2,5,5,3,2,4,3,4,4,4,2,4,3,2,6,6,6,5,5,5,5,1,4,3,3,1,4,3,3,4,3,4,5,5,4,5,1,1,4,4,4,5,4,1,3,4,6,1,4,4,1,1,2
568,40,1,1,3,2,5,2,1,5,2,1,1,4,3,2,1,3,3,1,3,4,3,4,3,3,3,3,3,5,4,1,3,2,3,2,1,4,3,1,2,4,3,2,1,4,3,1,3,3,3,4,2,3,3,2,3,4,2,1,1,1,1,5,7,7,1,4,3,3,3,2,3,1,3,1,1,1,3,3,5,5,3,3,1,4,3,1,1,3,1,1,1,1,1,1,1,1
569,50,1,2,3,3,4,2,3,3,4,2,3,2,3,2,2,2,4,3,4,2,3,3,4,3,4,2,4,3,4,3,3,3,2,2,3,3,4,3,2,4,3,4,3,4,5,3,2,2,4,3,4,4,3,2,4,3,2,4,5,5,5,5,5,5,2,2,3,3,2,2,3,3,2,3,3,3,3,2,4,3,3,3,2,4,3,2,3,3,4,4,4,4,4,4,3,2
570,19,1,2,3,5,2,3,2,3,5,3,3,3,2,3,3,3,5,5,2,3,5,2,3,5,5,3,3,3,4,4,3,4,1,3,3,3,5,3,3,3,3,3,3,3,1,4,2,4,5,1,3,3,5,3,3,3,2,4,6,4,4,3,5,5,1,4,1,1,4,4,1,2,4,2,5,5,5,5,5,5,1,1,5,1,5,5,5,3,4,4,4,2,4,1,4,1
571,29,2,3,4,4,4,3,2,4,5,4,4,4,2,3,4,4,4,4,3,3,5,4,5,5,5,4,2,4,4,2,4,4,2,2,2,2,5,2,4,4,2,4,4,4,4,3,3,2,5,3,4,5,5,4,2,3,2,7,6,5,5,3,6,4,2,3,2,3,4,3,3,4,2,1,5,4,2,2,4,5,3,2,4,4,4,2,5,3,4,2,4,4,4,1,1,1
572,28,2,2,2,3,3,2,2,4,4,1,2,4,4,1,3,3,5,2,3,3,3,3,4,2,2,3,4,4,4,2,2,3,2,2,2,4,4,2,2,4,4,2,3,3,4,4,3,3,4,3,3,3,4,3,3,4,2,5,4,4,4,4,6,6,2,3,3,3,3,2,3,3,3,3,2,4,1,2,4,4,2,3,1,4,4,2,4,3,4,4,4,4,4,4,3,1
573,26,2,1,2,4,4,2,2,5,2,1,4,4,1,2,3,4,1,4,4,2,4,4,4,1,3,4,1,4,4,1,4,4,1,2,2,5,2,1,4,5,2,4,3,4,3,4,4,4,4,2,4,2,4,4,1,4,2,5,5,3,3,4,5,5,3,3,3,3,2,3,3,4,3,3,2,4,4,2,5,2,2,4,2,2,4,4,4,3,1,4,2,2,3,1,1,2
574,47,2,3,3,3,4,3,3,4,4,3,3,4,4,2,4,2,4,4,4,2,3,2,3,4,4,2,2,4,4,3,3,3,2,4,3,4,4,3,3,4,4,3,4,4,4,4,4,2,4,2,3,4,4,3,2,4,2,3,5,3,2,2,6,5,3,2,3,3,2,2,4,3,2,3,4,4,3,3,5,3,3,2,3,4,4,4,3,3,3,5,4,2,3,3,3,2
575,30,1,3,4,3,4,2,3,3,3,3,2,3,3,3,4,4,3,4,3,4,2,4,4,2,3,2,2,4,4,3,4,4,3,2,2,3,3,3,2,3,3,3,3,4,3,3,3,2,3,4,4,3,3,2,2,3,2,4,4,5,5,4,5,6,3,3,3,3,3,3,3,3,2,3,3,3,2,2,4,4,3,3,2,4,3,4,2,3,4,4,4,3,4,4,3,1
576,47,2,2,3,4,4,1,2,4,4,1,2,2,2,2,3,4,4,2,2,4,3,3,3,4,3,4,2,4,4,2,2,3,3,2,2,3,4,2,2,2,3,2,4,3,4,3,2,3,3,2,4,4,4,2,3,3,2,3,5,4,5,4,5,3,3,3,2,3,2,2,3,3,2,3,2,3,4,3,4,4,3,3,2,4,3,2,4,3,3,4,4,3,4,3,2,1
577,54,2,2,4,2,3,2,2,4,4,2,3,4,2,3,2,3,5,2,2,2,2,3,5,4,2,1,3,5,4,3,4,2,2,4,2,4,5,3,3,3,2,2,2,4,5,3,2,2,4,2,5,4,3,2,2,3,2,5,5,1,2,3,4,3,2,3,2,2,2,3,2,3,3,3,4,4,2,4,4,4,2,3,1,2,4,3,4,3,4,4,3,4,5,4,3,1
578,50,1,3,3,4,4,4,3,4,4,3,3,4,3,3,3,4,4,4,3,4,4,3,4,2,3,4,3,4,4,4,3,4,2,3,3,4,4,3,3,4,3,4,3,4,4,2,3,4,4,3,4,4,3,4,3,4,2,5,6,5,6,4,5,4,2,3,3,3,3,2,3,2,2,2,4,4,3,3,4,4,3,3,3,4,4,2,4,3,4,4,4,3,4,3,3,1
579,45,2,1,4,3,5,1,1,5,4,1,1,5,1,4,3,5,5,5,4,3,3,3,3,5,1,4,1,4,4,1,2,3,2,2,1,5,5,5,2,5,1,5,4,5,5,4,4,5,5,1,3,4,4,5,1,5,2,4,6,4,5,6,6,4,4,3,2,3,3,2,3,3,3,3,4,5,4,4,5,4,1,3,2,5,5,4,5,3,2,2,2,1,2,1,1,2
580,42,3,2,2,4,4,2,3,4,2,3,2,5,2,2,4,3,4,3,2,4,4,4,4,2,4,4,5,4,4,3,3,4,4,2,3,4,2,2,3,4,2,2,3,4,4,4,2,3,4,3,4,3,4,3,4,4,2,2,2,5,5,4,5,6,1,2,2,3,3,3,3,3,3,3,2,4,4,2,4,3,4,2,3,4,3,2,3,3,3,4,3,3,3,2,2,1
581,40,2,2,3,3,4,3,3,3,4,2,3,3,4,2,4,4,4,3,3,4,2,4,3,3,2,3,3,4,4,2,3,4,3,2,3,4,4,3,3,4,4,4,3,4,4,3,4,4,3,4,3,3,3,3,3,4,2,3,2,3,5,5,5,5,3,2,3,3,2,2,3,2,2,3,3,3,3,4,4,3,4,2,2,2,2,3,2,3,4,3,4,2,4,3,2,2
582,21,1,4,3,3,4,2,4,3,4,2,2,4,4,4,3,3,2,5,4,4,3,2,4,3,4,4,4,3,4,3,2,3,4,4,2,4,4,2,2,3,4,4,3,5,2,3,4,3,3,3,2,3,4,3,3,1,2,7,5,6,5,5,5,6,4,3,2,4,3,3,3,3,3,3,1,4,2,1,5,3,2,4,4,2,1,4,4,3,3,4,5,4,3,4,3,2
583,48,2,2,2,2,3,2,3,4,4,2,3,4,3,3,4,3,4,3,3,3,2,3,3,4,3,3,2,4,4,2,3,3,3,2,3,4,3,3,2,3,3,3,4,4,3,3,3,3,3,4,3,4,4,3,3,4,2,4,4,5,3,4,5,4,3,3,3,3,3,3,3,3,2,2,3,3,2,2,3,3,2,4,3,4,2,2,2,3,4,4,4,2,4,3,3,1
584,34,1,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,4,3,4,3,2,3,3,4,3,3,3,4,4,3,3,2,2,2,2,3,3,3,3,4,2,3,2,3,4,3,3,3,2,4,3,2,4,4,5,4,4,5,4,3,3,3,3,2,3,2,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,3,3,4,3,4,3,3,4,4,2
585,28,2,2,4,4,4,2,3,2,5,3,3,4,2,4,2,4,3,4,4,2,5,4,4,5,4,3,1,4,4,3,4,3,5,1,3,3,4,2,4,4,4,3,3,4,2,4,4,3,4,5,4,3,4,4,1,2,2,7,4,1,4,4,4,5,2,3,3,3,3,2,3,2,3,2,5,5,2,5,3,4,1,4,4,2,5,4,5,3,1,2,2,2,2,1,2,1
586,36,2,2,4,5,4,2,3,4,4,1,4,4,1,2,2,2,4,4,2,2,3,4,4,4,4,4,5,2,4,2,4,4,2,2,2,4,4,3,4,4,2,5,3,4,4,4,2,4,3,4,4,5,3,4,1,3,2,1,2,4,2,5,6,6,2,3,2,4,4,3,3,4,3,2,4,5,2,4,5,4,1,4,4,3,5,2,4,3,5,4,4,3,4,2,2,1
587,28,2,3,2,4,4,3,1,4,3,2,2,4,3,3,3,4,5,4,3,3,3,4,4,4,3,4,3,4,4,3,2,3,3,2,1,4,3,2,2,4,3,4,3,4,4,4,3,3,4,4,4,4,4,4,3,4,2,4,4,5,4,5,4,5,3,2,2,4,2,2,3,3,2,3,4,5,4,3,3,4,2,2,4,2,2,4,4,3,4,5,4,4,4,3,2,2
588,50,2,3,4,4,4,3,2,4,3,3,4,4,3,4,4,3,5,4,2,4,3,4,2,2,4,4,4,4,4,4,3,4,4,4,2,5,4,3,4,4,4,4,4,2,4,4,2,4,3,4,2,4,4,4,4,4,2,5,3,3,5,6,5,5,2,2,2,3,3,2,3,3,2,2,1,1,1,1,5,5,5,5,1,5,1,1,1,3,4,4,4,4,4,4,2,1
