id,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27
993,3,3,3,4,3,3,3,3,3,2,3,3,3,4,3,4,3,3,2,4,4,3,4,3,3,4,3
994,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
995,3,3,2,4,4,2,5,5,3,2,5,2,4,3,3,5,4,2,3,4,4,4,4,4,3,5,3
996,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
997,1,3,1,4,1,1,4,4,1,3,3,4,1,4,4,4,2,2,3,2,2,4,5,1,3,4,3
998,3,3,3,1,2,1,4,3,4,1,5,4,4,4,3,5,5,3,4,2,3,4,4,4,3,3,5
999,3,2,3,4,2,2,4,3,3,2,4,3,3,3,3,3,4,2,3,4,3,3,3,2,2,4,2
1000,2,3,2,4,3,3,3,3,2,3,3,2,3,3,3,3,3,3,4,3,4,3,3,2,3,3,3
1001,1,5,5,2,1,1,5,3,4,4,5,5,1,2,4,1,1,5,5,4,4,5,2,4,4,5,5
1002,2,3,3,4,3,1,5,5,3,3,4,2,3,2,3,5,4,3,3,4,2,4,5,3,3,4,2
1003,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3
1004,3,3,3,4,2,2,3,4,4,2,3,3,3,3,3,4,3,3,3,3,4,4,4,4,3,3,3
1005,3,2,3,4,2,3,3,4,3,2,3,4,3,2,3,5,4,3,3,3,3,3,4,4,4,3,3
1006,1,2,3,4,2,1,5,5,2,1,5,4,3,3,3,5,3,5,5,3,4,1,3,3,3,3,5
1007,5,4,5,4,3,4,4,5,3,3,4,4,3,3,4,3,5,4,4,4,4,4,4,4,3,4,4
1008,4,3,3,5,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4
1009,2,2,4,3,2,2,4,5,2,3,4,3,3,2,4,4,4,4,4,4,3,4,5,3,4,4,4
1010,1,3,1,3,2,3,3,3,3,2,3,3,4,3,4,3,3,3,3,3,3,2,3,2,3,4,5
1011,2,3,3,4,2,3,4,3,2,2,4,4,2,4,3,4,3,3,3,3,4,3,4,2,2,4,4
1012,3,3,3,4,2,3,4,4,2,2,3,3,2,4,3,4,4,3,4,4,4,4,4,4,2,4,3
1013,3,3,4,4,1,2,5,4,3,1,5,4,2,3,5,5,3,1,2,3,4,3,4,1,3,3,5
1014,4,4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4
1015,3,3,3,3,3,3,3,3,2,2,2,3,3,3,4,3,3,3,3,4,3,4,4,3,3,4,4
1016,2,3,3,3,3,3,4,3,2,3,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3
1017,3,4,4,4,3,3,4,4,3,3,4,4,3,4,4,4,5,1,3,4,4,4,4,4,3,4,4
1018,1,3,4,4,3,1,4,2,1,1,5,2,2,1,4,4,4,3,5,4,4,4,4,2,4,4,4
1019,2,4,3,5,2,1,5,4,1,2,4,5,4,2,4,5,4,3,4,4,5,4,4,2,2,4,5
1020,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1021,2,4,4,4,2,2,3,5,3,4,3,2,3,5,3,5,4,4,3,2,5,5,1,5,3,4,3
1022,2,3,4,3,2,1,4,5,2,1,4,2,4,2,3,5,5,3,2,5,3,5,4,3,4,2,4
1023,3,4,3,5,2,3,3,5,2,3,2,4,2,3,4,5,4,3,4,4,5,4,4,5,3,4,3
1024,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3
1025,1,1,1,5,1,1,2,3,3,3,4,3,2,5,3,3,1,5,2,3,4,3,4,5,1,4,1
1026,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3
1027,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
1028,1,3,4,5,1,1,5,5,1,1,5,5,5,5,5,5,4,5,5,4,3,3,3,3,5,3,5
1029,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1030,2,3,3,4,2,3,3,3,2,3,4,4,2,3,3,3,4,3,3,3,4,3,4,3,4,3,3
1031,2,2,4,4,2,2,4,2,2,2,4,4,2,4,2,3,4,4,2,4,4,4,2,4,2,4,4
1032,4,4,4,4,3,3,5,3,4,3,4,2,2,3,3,5,4,4,3,4,2,4,2,4,4,4,4
1033,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1034,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1035,3,5,2,4,3,2,4,2,4,2,3,3,4,3,3,5,2,2,3,4,4,3,4,3,4,4,3
1036,1,1,4,2,1,1,5,1,1,1,5,2,1,1,4,4,2,4,1,1,4,1,4,4,2,1,5
1037,2,3,3,3,3,2,5,3,2,2,4,2,3,3,3,3,2,3,3,3,2,4,3,4,2,3,4
1038,4,3,4,5,2,3,4,5,3,2,4,4,4,3,3,5,3,4,3,3,5,4,4,3,4,4,2
1039,4,3,4,3,4,1,3,3,3,3,5,4,3,4,3,5,4,5,3,4,4,4,3,3,4,4,4
1040,1,3,2,5,3,2,4,5,1,3,3,3,2,3,3,5,3,2,4,3,3,3,5,3,3,3,4
1041,4,3,3,3,3,3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4
1042,3,3,4,4,3,2,5,4,2,1,4,2,3,3,3,5,4,4,4,4,5,4,3,4,4,3,5
1043,3,3,3,5,2,3,5,3,3,3,4,3,3,4,4,4,3,2,2,3,4,4,3,3,4,4,4
1044,1,3,3,3,3,2,3,3,3,2,3,4,3,2,4,3,4,3,3,3,3,3,3,5,4,3,5
1045,4,2,5,4,4,2,5,4,4,4,4,2,4,2,2,5,4,1,5,4,4,5,4,5,5,5,5
1046,2,2,3,4,2,3,5,4,2,4,4,3,3,4,4,4,4,3,2,4,4,4,2,4,4,4,5
1047,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,2,3,3,3,2,4
1048,1,5,1,5,1,1,2,4,1,1,3,2,1,3,2,2,2,5,4,1,5,1,2,2,2,2,4
1049,2,2,3,4,3,2,4,2,2,2,4,2,3,2,4,4,4,2,2,4,3,4,3,4,3,2,4
1050,3,3,3,3,3,4,2,3,3,2,3,3,3,3,4,4,3,3,3,3,3,4,3,4,3,4,3
1051,3,2,4,1,1,1,5,5,3,3,5,3,4,3,5,5,3,1,4,5,5,1,3,3,1,3,5
1052,4,4,4,4,2,2,2,4,4,2,2,4,2,4,4,5,4,4,2,4,4,5,2,4,4,4,2
1053,2,1,1,4,2,1,4,5,1,2,3,5,1,2,3,4,4,1,1,3,2,4,4,2,1,3,4
1054,1,3,4,3,1,1,5,2,1,3,4,1,4,2,4,3,1,4,3,4,3,3,3,2,4,1,5
1055,3,3,4,3,3,2,4,2,2,3,3,3,4,4,4,3,4,4,4,4,3,4,3,4,4,3,4
1056,4,3,3,4,2,4,4,3,2,2,4,4,2,4,4,4,2,3,4,4,2,3,4,3,2,4,4
1057,1,2,5,4,1,1,5,3,1,1,5,3,2,1,2,4,1,3,5,3,4,3,3,3,3,3,5
1058,3,4,2,4,2,1,3,4,3,2,4,4,2,3,4,3,4,4,2,4,4,3,4,3,2,2,4
1059,3,3,3,3,3,3,4,4,3,3,4,3,4,4,3,4,4,3,4,4,3,3,3,3,4,3,4
1060,2,4,4,4,3,2,4,4,2,2,4,3,2,3,2,3,3,3,4,4,4,3,4,4,2,4,4
1061,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
1062,4,4,4,5,2,1,5,4,2,2,5,4,2,2,3,5,4,4,4,4,4,4,4,4,4,4,4
1063,3,2,3,4,2,2,3,2,2,2,3,2,2,3,3,4,4,3,3,3,4,2,4,4,2,3,3
1064,3,5,4,2,3,3,3,3,4,1,5,1,4,4,3,3,4,1,5,4,1,2,3,4,5,3,5
1065,2,4,3,3,3,3,4,3,3,2,4,5,2,4,3,4,3,3,4,3,3,4,3,3,3,3,4
1066,1,2,2,4,1,1,5,5,1,1,4,3,2,4,3,5,1,2,4,1,4,3,4,2,2,4,5
1067,3,4,4,4,3,4,4,3,2,2,5,2,3,4,4,3,4,4,4,4,4,3,4,4,4,4,5
1068,2,3,3,4,3,2,4,3,3,2,4,2,3,3,4,4,4,3,4,3,3,4,3,3,3,2,4
1069,4,3,3,4,4,2,4,4,3,2,4,3,3,4,4,4,3,4,2,4,4,4,3,3,4,3,4
1070,4,2,4,5,5,1,3,2,4,4,4,4,3,3,3,5,4,4,4,5,3,4,2,4,2,2,3
1071,2,4,4,4,1,3,4,3,2,3,5,4,5,3,2,4,4,4,3,2,3,4,3,3,4,3,5
1072,2,2,2,4,1,1,4,4,1,2,4,2,2,2,4,4,3,4,3,3,4,3,2,4,2,2,4
1073,4,4,4,4,3,3,5,5,2,4,5,4,2,3,4,4,4,1,5,3,4,3,4,3,3,2,5
1074,3,2,4,3,3,3,3,4,2,3,5,3,3,3,3,5,4,1,3,4,2,3,2,3,4,2,4
1075,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4
1076,1,3,3,5,3,3,5,4,2,3,3,4,2,2,3,5,3,3,3,3,4,4,4,3,3,4,5
1077,3,4,3,4,3,2,3,4,3,3,4,3,3,4,3,5,4,3,4,4,4,4,4,4,3,4,4
1078,2,3,4,4,3,2,4,4,2,2,3,2,4,3,4,4,3,2,3,3,3,3,4,4,4,3,4
1079,1,4,2,5,2,1,5,2,1,4,4,2,3,2,3,5,4,2,4,3,4,4,2,3,3,2,4
1080,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1081,2,2,3,5,1,1,3,5,1,1,5,3,2,3,3,4,2,3,3,2,4,3,4,3,2,5,4
1082,2,2,3,3,3,2,4,4,3,3,4,4,2,3,4,5,3,4,3,4,3,3,4,4,4,4,4
1083,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3
1084,5,4,4,1,1,1,5,1,5,5,4,4,4,3,4,5,2,4,5,3,4,1,2,3,2,2,5
1085,4,4,4,4,1,3,2,3,2,3,4,5,3,2,2,5,4,3,4,4,4,4,4,2,4,4,4
1086,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
1087,3,4,5,4,2,2,5,3,3,1,5,4,3,3,2,4,4,3,3,5,3,3,2,3,4,5,5
1088,3,2,2,4,2,3,3,3,2,3,4,4,3,3,3,5,2,2,3,3,3,3,3,3,3,3,4
1089,3,3,3,3,2,2,4,3,3,3,4,3,4,4,4,3,3,1,3,3,3,4,3,3,2,2,2
1090,4,4,4,4,3,2,4,5,3,4,3,3,3,2,3,5,4,2,3,4,4,4,4,4,2,3,3
1091,4,4,4,4,4,1,5,4,4,3,4,2,3,4,4,4,4,3,4,4,4,4,3,2,4,4,4
1092,2,4,2,4,2,1,4,4,2,2,4,2,3,3,5,5,4,3,3,3,3,4,4,3,3,3,4
1093,3,3,4,3,4,3,4,3,4,3,3,4,4,3,3,3,4,3,4,4,4,3,3,4,4,3,4
1094,3,3,2,3,3,2,3,3,2,3,4,3,3,3,3,5,3,3,4,3,3,4,3,3,2,3,3
1095,2,2,3,4,2,2,4,2,2,2,4,2,4,2,4,5,4,4,4,4,4,3,3,2,4,2,4
1096,3,3,5,4,3,3,4,3,3,3,3,4,3,2,3,2,3,3,4,3,3,2,3,4,3,3,3
1097,4,3,4,4,4,2,3,5,4,1,4,2,4,4,4,4,5,2,4,4,4,4,5,4,4,3,4
1098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1099,4,4,3,4,3,3,3,4,3,3,4,4,4,4,3,5,4,4,4,4,4,3,4,4,4,3,4
1100,2,3,3,4,3,4,3,4,3,2,3,5,3,3,3,4,4,3,3,3,4,3,2,3,2,3,3
1101,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1102,4,3,4,3,3,3,5,3,3,3,4,4,3,4,4,4,4,3,4,4,4,2,4,2,4,3,4
1103,1,3,3,4,2,2,5,3,2,2,5,3,1,3,4,3,2,4,4,4,5,3,3,1,4,4,5
1104,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5
1105,4,2,3,3,2,3,3,3,4,4,3,3,3,4,3,3,4,3,3,4,3,3,3,4,2,3,3
1106,2,4,3,4,3,2,4,3,2,2,3,3,2,4,3,4,4,2,3,4,4,4,3,3,3,3,4
1107,3,3,2,4,2,3,5,3,3,3,5,4,2,3,4,5,4,3,4,2,3,4,4,4,3,4,5
1108,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,3
1109,1,3,2,3,2,2,4,5,1,3,3,2,2,4,4,4,4,4,2,4,3,3,4,4,2,3,4
1110,2,3,4,4,1,4,4,3,3,2,4,2,2,3,4,4,4,4,4,3,3,4,4,4,2,4,4
1111,2,2,3,5,2,2,4,3,1,1,4,3,1,2,4,5,4,2,4,3,4,2,5,3,3,3,4
1112,1,4,3,5,1,1,5,3,2,3,5,4,2,4,3,4,5,4,2,2,4,4,3,4,3,2,5
1113,2,2,3,4,3,1,4,3,1,2,3,4,3,4,3,5,3,3,2,3,4,3,4,3,1,3,3
1114,3,3,4,3,2,3,4,4,4,3,3,3,4,4,3,5,3,3,2,3,4,3,4,4,4,3,3
1115,3,3,2,3,2,1,5,3,2,2,4,2,3,3,3,3,3,3,4,4,4,3,4,3,5,3,4
1116,3,4,3,4,3,2,4,4,2,3,3,3,3,3,3,4,4,2,3,4,4,3,4,3,3,4,4
1117,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1118,2,4,4,4,4,4,4,4,2,4,4,2,2,4,4,5,4,4,4,4,4,4,4,2,4,4,4
1119,2,3,3,4,2,2,4,4,2,2,4,4,2,3,3,5,3,3,2,3,3,4,4,2,3,4,3
1120,3,4,3,5,2,3,5,3,1,4,5,3,2,3,4,5,4,3,4,5,5,4,4,4,3,3,5
1121,3,3,3,4,3,3,4,4,2,2,4,4,2,3,4,3,3,3,2,3,2,2,2,2,4,3,2
1122,3,4,3,4,4,2,4,4,2,3,4,2,3,3,3,5,3,2,4,4,3,4,4,2,2,4,4
1123,3,3,3,4,3,1,5,3,1,3,3,3,3,3,3,5,2,3,3,3,3,3,3,3,3,3,3
1124,3,2,3,3,2,2,4,3,3,2,4,4,2,3,4,5,3,2,4,3,4,4,4,3,4,4,4
1125,2,3,4,4,4,2,4,4,2,3,4,4,3,3,3,4,3,4,4,4,3,3,3,4,4,4,5
1126,3,4,3,4,4,2,3,4,4,4,4,4,3,3,3,5,3,2,4,3,4,4,3,4,3,4,4
1127,2,4,5,5,4,3,4,2,5,4,4,5,2,4,4,5,4,3,4,3,5,4,5,4,3,3,5
1128,4,4,4,3,2,4,3,5,1,3,5,4,3,3,3,5,4,4,4,3,4,4,4,5,3,3,4
1129,1,2,2,5,1,1,2,3,1,2,5,4,3,1,3,5,4,1,3,3,5,3,4,1,1,3,4
1130,4,3,3,4,3,3,3,3,4,3,3,3,4,4,3,3,4,4,4,4,4,3,4,3,4,4,4
1131,1,3,3,4,2,2,3,4,1,1,5,5,2,2,3,4,3,2,2,4,5,4,4,3,2,5,4
1132,2,2,2,4,1,2,5,3,1,2,4,4,2,3,3,4,3,3,4,3,3,2,3,4,3,4,5
1133,3,4,3,3,3,2,3,2,2,3,3,4,3,3,4,3,3,3,3,3,4,3,3,2,3,3,3
1134,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1135,3,4,4,4,4,3,4,4,3,3,3,4,3,3,3,5,3,3,3,4,4,4,3,3,3,3,3
1136,4,4,3,4,3,2,5,4,5,4,4,3,3,4,4,5,4,3,3,4,4,4,4,4,3,4,4
1137,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3
1138,2,3,3,3,2,2,4,4,1,2,3,3,3,3,4,4,2,4,2,3,4,3,3,3,3,5,3
1139,2,2,2,4,2,3,3,3,2,2,4,3,2,5,4,4,4,4,2,3,5,3,4,2,1,4,2
1140,3,3,3,4,3,2,3,3,4,3,3,3,3,3,4,4,3,4,4,4,2,4,4,4,3,2,3
1141,3,3,2,2,3,1,5,3,2,2,5,3,4,2,4,5,4,1,5,4,2,1,1,3,4,3,5
1142,3,3,4,4,3,3,4,4,3,3,3,4,3,3,3,5,3,4,4,4,3,3,4,3,3,4,3
1143,4,2,3,5,3,2,5,3,4,3,4,3,3,3,3,5,4,2,3,4,4,4,4,4,3,3,4
1144,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1
1145,3,3,5,4,3,2,5,4,3,3,3,3,4,3,4,4,4,3,4,5,4,5,4,4,4,3,4
1146,1,3,3,4,2,3,5,4,1,2,4,2,2,4,4,5,2,3,4,2,3,3,4,3,3,4,4
1147,1,3,2,4,2,2,3,1,1,1,2,3,3,3,2,5,2,3,2,1,3,3,3,3,2,4,3
1148,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1149,2,3,3,4,2,3,5,2,2,1,4,2,2,3,4,4,3,3,2,3,3,4,2,3,3,2,5
1150,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3
1151,3,4,3,5,3,3,5,4,3,2,5,3,4,3,3,4,4,3,4,4,3,4,4,2,3,4,5
1152,4,2,4,4,3,2,4,3,3,3,5,2,5,2,4,4,4,4,4,4,3,2,4,3,4,3,5
1153,3,4,3,3,3,1,4,2,4,3,4,2,3,2,4,4,4,3,4,4,4,4,4,4,3,2,4
1154,4,4,4,4,4,2,4,4,3,3,5,4,3,3,4,5,4,3,4,4,3,3,4,3,3,2,5
1155,4,3,3,4,2,2,3,4,4,4,4,3,3,3,3,5,4,2,3,3,4,4,3,2,3,4,3
1156,1,3,2,4,3,1,3,4,2,1,2,3,4,2,2,5,4,4,2,3,3,4,4,3,2,4,2
1157,2,2,3,4,2,2,3,2,3,2,4,2,4,3,3,5,4,3,3,2,4,3,4,2,2,2,3
1158,2,2,4,3,3,3,3,4,3,2,3,3,4,3,4,4,3,3,3,3,3,4,4,3,4,4,3
1159,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4
1160,1,4,1,5,1,1,2,4,1,2,2,1,1,2,2,4,2,2,2,1,5,4,4,1,1,2,2
1161,3,4,4,4,2,3,4,4,4,2,4,4,2,3,3,4,3,4,4,2,4,4,4,4,3,4,4
1162,3,4,4,4,3,3,4,4,3,3,4,2,4,3,3,5,4,3,4,4,3,3,3,3,4,4,4
1163,1,1,3,5,1,1,5,2,1,1,5,5,1,1,4,5,2,3,4,3,5,2,5,1,2,2,5
1164,4,4,5,5,2,4,5,5,2,3,5,3,3,3,4,5,4,3,3,5,5,4,5,4,5,3,3
1165,1,3,5,5,1,1,5,5,1,1,1,5,1,1,4,5,5,3,3,1,5,4,5,4,5,5,5
1166,2,3,3,2,2,3,3,2,3,2,2,3,2,3,3,3,3,3,3,2,3,2,3,3,2,3,3
1167,2,2,3,4,2,2,3,4,3,3,4,3,2,3,4,5,4,2,4,3,3,3,3,3,2,3,4
1168,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5
1169,4,4,3,5,2,3,4,4,2,4,4,5,2,3,4,5,3,4,3,3,4,4,5,2,4,4,4
1170,2,4,3,4,2,1,5,4,2,2,4,4,4,2,3,4,4,4,2,2,2,3,4,2,3,3,4
1171,3,4,3,4,3,3,4,3,3,3,5,3,2,3,3,5,3,2,5,4,3,3,4,3,3,3,4
1172,2,4,2,5,3,2,3,2,3,1,4,3,3,3,3,5,4,2,3,3,3,3,3,3,3,3,3
1173,3,2,4,3,2,3,3,3,3,2,4,2,3,3,3,3,3,3,3,4,3,3,3,2,4,3,4
1174,3,3,3,4,4,3,4,3,3,3,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4
1175,2,5,3,4,4,1,5,4,3,3,4,1,5,3,4,5,4,3,4,4,4,5,4,2,3,3,4
1176,3,3,3,3,3,2,3,2,3,3,4,3,3,4,4,4,2,3,4,3,4,4,3,4,3,3,4
1177,3,3,4,5,3,1,5,3,3,4,5,1,4,2,3,5,4,2,5,3,4,4,5,4,4,3,5
1178,3,2,3,4,3,3,4,4,4,3,4,4,2,3,3,4,3,3,3,4,4,4,4,2,3,4,4
1179,3,3,4,3,3,2,4,3,3,3,4,2,3,3,3,4,4,3,3,4,3,3,4,3,4,3,4
1180,1,5,5,5,5,1,5,5,5,1,5,5,1,1,5,5,5,5,5,1,5,1,5,1,5,5,5
1181,3,4,3,2,3,4,3,2,3,3,4,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,4
1182,3,3,3,4,3,3,4,4,2,3,4,3,4,4,3,4,3,3,4,3,3,4,4,4,3,3,4
1183,2,4,3,3,2,2,5,5,1,2,5,1,3,4,4,5,5,3,5,3,4,4,2,4,3,4,5
1184,3,4,3,4,3,2,4,3,3,3,4,3,3,3,4,5,3,2,3,3,4,4,2,4,3,4,4
1185,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,3,5
1186,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1187,1,1,5,1,1,5,5,5,5,1,5,5,1,3,1,5,5,1,1,5,1,1,1,1,1,1,5
1188,3,2,4,4,3,2,4,4,3,2,4,1,2,2,3,5,3,3,4,4,4,2,5,2,4,4,5
1189,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3
1190,4,3,4,4,2,3,5,4,2,3,2,3,2,3,3,5,2,2,4,2,4,4,4,4,3,4,4
1191,3,1,3,4,2,1,3,5,3,2,3,1,2,1,1,5,3,4,4,3,2,4,2,1,3,4,3
1192,3,4,5,4,3,4,5,4,4,4,5,3,4,4,2,5,4,3,4,4,3,4,4,4,4,4,5
1193,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,5,3,3,3,3,4,3,3,3,3,3,3
1194,4,3,2,3,3,2,4,4,3,4,4,2,2,2,3,3,2,2,4,2,2,3,2,3,2,5,4
1195,1,5,1,5,5,1,5,1,1,1,5,1,5,1,1,1,1,1,1,5,1,1,1,5,1,1,5
1196,3,4,3,3,1,1,5,1,3,3,5,4,1,3,3,4,4,3,4,3,4,4,2,5,3,4,5
1197,2,4,4,5,1,2,4,3,1,2,2,4,2,4,5,5,3,3,4,3,4,4,4,3,4,4,4
1198,3,3,3,3,3,2,4,3,3,3,4,4,3,3,4,3,3,2,3,3,3,3,3,2,3,4,3
1199,2,3,4,2,3,2,5,4,2,2,5,2,3,2,3,5,4,2,4,3,2,3,4,2,5,4,5
1200,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1201,3,4,4,4,2,2,4,4,3,3,4,2,3,4,4,4,4,2,4,3,4,4,3,5,4,4,4
1202,3,3,3,4,2,2,4,3,2,2,4,3,3,2,3,4,3,2,2,3,3,3,3,3,3,4,4
1203,2,4,3,3,3,3,3,3,2,2,2,4,2,2,3,4,4,4,4,4,4,2,2,2,4,3,4
1204,3,3,2,3,3,3,3,3,3,2,4,3,4,3,4,3,4,3,3,3,4,3,3,4,3,3,3
1205,2,2,2,4,2,2,2,4,1,2,3,4,3,3,2,5,2,3,2,2,3,3,4,2,2,4,3
1206,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3
1207,1,4,3,4,2,2,2,4,4,1,2,4,2,2,4,5,4,2,3,2,4,1,4,1,3,3,4
1208,2,3,4,5,2,1,5,4,1,3,4,3,2,2,4,5,3,3,3,3,4,3,2,2,4,5,4
1209,3,3,4,3,4,3,4,4,4,3,4,3,3,3,3,5,3,3,4,3,3,4,4,3,3,4,3
1210,2,3,3,4,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
1211,3,3,3,3,4,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4
1212,3,3,3,3,3,3,5,3,3,3,5,2,4,3,4,4,5,3,5,4,3,4,3,3,3,2,5
1213,3,3,4,4,3,2,3,5,2,3,4,1,2,3,4,5,4,3,3,4,3,4,4,4,4,4,4
1214,2,2,3,4,1,1,4,3,1,2,5,2,4,3,3,5,3,3,3,3,3,3,3,3,4,2,4
1215,2,2,2,2,2,2,3,3,3,2,4,4,2,4,4,4,3,3,2,3,2,2,2,3,2,4,3
1216,4,3,4,4,4,2,4,3,3,3,4,2,3,3,4,4,4,3,2,4,3,4,4,4,4,3,4
1217,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1218,3,3,4,4,5,3,5,3,3,3,4,4,5,3,3,5,4,5,4,4,5,4,4,3,3,5,5
1219,3,4,4,4,3,3,5,4,2,4,4,2,2,3,5,5,4,3,4,3,3,4,4,5,4,3,4
1220,4,4,4,4,3,1,5,4,4,4,5,3,4,4,4,4,5,4,3,3,3,5,5,3,4,4,5
1221,2,2,2,5,1,1,5,5,2,1,5,2,2,2,4,5,2,2,4,2,4,2,5,5,1,5,5
1222,4,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4
1223,4,4,4,4,2,4,5,3,4,4,5,4,2,4,4,5,4,4,4,4,4,4,3,5,4,3,5
1224,3,3,3,3,3,2,4,4,3,2,4,3,3,3,4,4,3,3,4,4,4,3,4,3,4,4,4
1225,4,3,4,5,2,2,5,3,4,3,3,4,1,4,1,5,4,2,3,3,4,5,3,4,3,5,5
1226,4,3,4,3,4,2,4,3,4,2,4,3,3,4,3,3,4,4,4,2,3,4,3,3,2,3,4
1227,3,3,2,4,3,1,4,4,2,2,4,3,2,3,3,5,3,2,3,3,3,4,4,3,3,2,3
1228,3,3,3,5,3,1,5,3,2,2,5,4,3,2,4,5,4,3,4,4,4,2,2,3,3,3,4
1229,1,2,2,4,1,4,2,3,1,1,2,3,2,4,2,3,3,4,2,4,2,3,5,4,2,1,2
1230,3,4,3,5,2,5,5,5,3,3,2,5,4,5,5,5,5,3,5,3,5,4,4,5,5,5,3
1231,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3
1232,3,3,3,3,3,2,4,3,3,3,3,3,2,3,3,3,4,3,3,3,3,4,3,3,3,3,4
1233,4,3,3,3,3,3,4,3,3,4,4,3,5,3,4,5,3,3,4,3,3,3,3,3,3,3,4
1234,2,3,5,1,3,1,5,3,4,1,5,2,2,1,5,3,4,5,5,4,2,2,2,3,5,2,5
1235,3,3,3,3,2,3,3,3,2,3,4,3,3,4,3,3,3,3,3,3,3,4,3,4,3,4,3
